ID,Name,Description
G0034,Sandworm Team,Sandworm Team  has used intercepter-NG to sniff passwords in network traffic. 
M1041,Encrypt Sensitive Information,"Ensure that all wired and/or wireless traffic is encrypted appropriately. Use best practices for authentication protocols, such as Kerberos, and ensure web traffic that may contain credentials is protected by SSL/TLS."
M1032,Multi-factor Authentication,Use multi-factor authentication wherever possible.
M1030,Network Segmentation,"Deny direct access of broadcasts and multicast sniffing, and prevent attacks such as  LLMNR/NBT-NS Poisoning and SMB Relay"
M1018,User Account Management,"In cloud environments, ensure that users are not granted permissions to create or modify traffic mirrors unless this is explicitly required."
S0281,Dok,Dok  proxies web traffic to potentially monitor and alter victim HTTP(S) traffic.  
G0094,Kimsuky,Kimsuky  has used modified versions of PHProxy to examine web traffic between the victim and the accessed website. 
M1042,Disable or Remove Feature or Program,"Disable legacy network protocols that may be used   to intercept network traffic if applicable, especially those that are not needed within an environment."
M1041,Encrypt Sensitive Information,"Ensure that all wired and/or wireless traffic is encrypted appropriately. Use best practices for authentication protocols, such as Kerberos, and ensure web traffic that may contain credentials is protected by SSL/TLS."
M1037,Filter Network Traffic,"Use network appliances and host-based security software to block network traffic that is not necessary within the environment, such as legacy protocols that may be leveraged for AiTM conditions."
M1035,Limit Access to Resource Over Network,Limit access to network infrastructure and resources that can be used to reshape traffic or otherwise produce AiTM conditions.
M1031,Network Intrusion Prevention,Network intrusion detection and prevention systems that can identify traffic patterns indicative of AiTM activity can be used to mitigate activity at the network level.
M1030,Network Segmentation,"Network segmentation can be used to isolate infrastructure components that do not require broad network access. This may mitigate, or at least alleviate, the scope of AiTM activity."
M1017,User Training,Train users to be suspicious about certificate errors. Adversaries may use their own certificates in an attempt to intercept HTTPS traffic. Certificate errors may arise when the application’s certificate does not match the one expected by the host.
G1011,EXOTIC LILY,EXOTIC LILY  has used contact forms on victim websites to generate phishing e-mails. 
G0094,Kimsuky,Kimsuky  has searched for information on the target company's website. 
G0034,Sandworm Team,Sandworm Team  has conducted research against potential victim websites as part of its operational planning. 
G0122,Silent Librarian,"Silent Librarian  has searched victim's websites to identify the interests and academic areas of targeted individuals and to scrape source code, branding, and organizational contact information for phishing pages.   "
M1056,Pre-compromise,This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls. Efforts should focus on minimizing the amount and sensitivity of data available to external parties.
G0094,Kimsuky,"Kimsuky  has collected victim organization information including but not limited to organization hierarchy, functions, press releases, and others. "
G0032,Lazarus Group,Lazarus Group  has studied publicly available information about a targeted organization to tailor spearphishing efforts against specific departments and/or individuals. 
C0022,Operation Dream Job,"For  Operation Dream Job ,  Lazarus Group  gathered victim organization information to identify specific targets. "
M1056,Pre-compromise,This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls. Efforts should focus on minimizing the amount and sensitivity of data available to external parties.
M1013,Application Developer Guidance,"Application developers should consider taking measures to validate authentication requests by enabling one-time passwords, providing timestamps or sequence numbers for messages sent, using digital signatures, and/or using random session keys.  "
M1048,Application Isolation and Sandboxing,Make it difficult for adversaries to advance their operation through exploitation of undiscovered or unpatched vulnerabilities by using sandboxing. Other types of virtualization and application microsegmentation may also mitigate the impact of some types of exploitation. Risks of additional exploits and weaknesses in these systems may still exist. 
M1050,Exploit Protection,Security applications that look for behavior used during exploitation such as Windows Defender Exploit Guard (WDEG) and the Enhanced Mitigation Experience Toolkit (EMET) can be used to mitigate some exploitation behavior.   Control flow integrity checking is another way to potentially identify and stop a software exploit from occurring.   Many of these protections depend on the architecture and target application binary for compatibility and may not work for software targeted for defense evasion.
M1019,Threat Intelligence Program,Develop a robust cyber threat intelligence capability to determine what types and levels of threat may use software exploits and 0-days against a particular organization.
M1051,Update Software,Update software regularly by employing patch management for internal enterprise endpoints and servers.
S0456,Aria-body,Aria-body  has the ability to identify the titles of running windows on a compromised host. 
S0438,Attor,Attor  can obtain application window titles and then determines which windows to perform Screen Capture on. 
S0454,Cadelspy,Cadelspy  has the ability to identify open windows on the compromised host. 
S0261,Catchamas,Catchamas  obtains application windows titles and then determines which windows to perform  Screen Capture  on. 
S0673,DarkWatchman,DarkWatchman  reports window names along with keylogger information to provide application context. 
S0038,Duqu,The discovery modules used with  Duqu  can collect information on open windows. 
S0696,Flagpro,Flagpro  can check the name of the window displayed on the system. 
S1044,FunnyDream,FunnyDream  has the ability to discover application windows via execution of  EnumWindows . 
S0531,Grandoreiro,Grandoreiro  can identify installed security tools based on window names. 
G1001,HEXANE,HEXANE  has used a PowerShell-based keylogging tool to capture the window title. 
S0431,HotCroissant,HotCroissant  has the ability to list the names of all open windows on the infected host. 
S0260,InvisiMole,InvisiMole  can enumerate windows and child windows on a compromised host.  
S0265,Kazuar,Kazuar  gathers information about opened windows. 
G0032,Lazarus Group,Lazarus Group  malware IndiaIndia obtains and sends to its C2 server the title of the window for each running process. The KilaAlfa keylogger also reports the title of the window in the foreground.   
S0409,Machete,Machete  saves the window names. 
S0455,Metamorfo,Metamorfo  can enumerate all windows on the victim’s machine.  
